subject_name,course_link,course_Name,course_Code,uoc,conditions_For_Enrolment,exclusion_Courses,faculty,school,offering_Term,COURSEID
 Media,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MDIA2006/?browseBySubjectArea=4ace43204f0f5b00eeb3eb4f0310c72a&,Communication Strategies,MDIA2006,6,Prerequisite: 24 units of credit at level 1 including MDIA1002 or MDIA1003,,Faculty of Arts and Social Sciences,School of Arts and Media,Term 1,1625
 Media,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MDIA2007/?browseBySubjectArea=4ace43204f0f5b00eeb3eb4f0310c72a&,Political Communication,MDIA2007,6,Prerequisite: 24 units of credit at level 1 including MDIA1002 or MDIA1003,,Faculty of Arts and Social Sciences,School of Arts and Media,Term 1,1626
 Media,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MDIA2008/?browseBySubjectArea=4ace43204f0f5b00eeb3eb4f0310c72a&,Broadcast Media Practices,MDIA2008,6,"Prerequisite: 24 units of credit at level 1, and enrolment in a single or dual award Media program",,Faculty of Arts and Social Sciences,School of Arts and Media,Term 3,1627
 Media,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MDIA2010/?browseBySubjectArea=4ace43204f0f5b00eeb3eb4f0310c72a&,Serious Games,MDIA2010,6,"Prerequiste: 24 units of credit at level 1, and enrolment in a single or dual award Media program. Equivalent: MDIA3001",,Faculty of Arts and Social Sciences,School of Arts and Media,Term 1,1628
 Media,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MDIA2011/?browseBySubjectArea=4ace43204f0f5b00eeb3eb4f0310c72a&,Media Design for Change,MDIA2011,6,Prerequisite: 24 units of credit at level 1 including MDIA1002 or MDIA1003. Or 24 units of credit at level 1 and enrolment  in a Development Studies major,,Faculty of Arts and Social Sciences,School of Arts and Media,Term 1,1629
 Media,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MDIA3000/?browseBySubjectArea=4ace43204f0f5b00eeb3eb4f0310c72a&,Discourse and Promotion,MDIA3000,6,Prerequisite: 66 units of credit overall including MDIA2005 or MDIA2006 or MDIA2012,,Faculty of Arts and Social Sciences,School of Arts and Media,Term 2,1630
 Media,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MDIA3002/?browseBySubjectArea=4ace43204f0f5b00eeb3eb4f0310c72a&,Multiplatform Media,MDIA3002,6,"Prerequisite: 66 units of credit overall, including MDIA2002 or MDIA2003",,Faculty of Arts and Social Sciences,School of Arts and Media,Term 1,1631
 Media,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MDIA3003/?browseBySubjectArea=4ace43204f0f5b00eeb3eb4f0310c72a&,Professional Portfolio,MDIA3003,6,"Prerequisite: 66 units of credit overall, including 6 units of credit Level 2 MDIA core courses and enrolment in a Media (Communication & Journalism) or Media (PR & Advertising) program",,Faculty of Arts and Social Sciences,School of Arts and Media,Term 2,1632
 Media,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MDIA3004/?browseBySubjectArea=4ace43204f0f5b00eeb3eb4f0310c72a&,Festivals and Exhibitions,MDIA3004,6,"Prerequisite: 66 units of credit overall, and enrolment in a single or dual award Media program",,Faculty of Arts and Social Sciences,School of Arts and Media,Term 1,1633
 Media,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MDIA3005/?browseBySubjectArea=4ace43204f0f5b00eeb3eb4f0310c72a&,Social Innovation and Engagement,MDIA3005,6,Prerequisite: 66 units of credit overall including MDIA2005 or MDIA2006 or MDIA2012,,Faculty of Arts and Social Sciences,School of Arts and Media,Term 3,1634
 Media,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MDIA3006/?browseBySubjectArea=4ace43204f0f5b00eeb3eb4f0310c72a&,Production Studio,MDIA3006,6,"Prerequisite: 66 units of credit overall, including ARTS2065 or ARTS2066 or MDIA2000 or MDIA2001 or MDIA2010, and enrolment in a single or dual award media program",,Faculty of Arts and Social Sciences,School of Arts and Media,Summer Term,1635
 Media,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MDIA3007/?browseBySubjectArea=4ace43204f0f5b00eeb3eb4f0310c72a&,Media Internship,MDIA3007,6,"Prerequisite: 66 units of credit overall, and enrolment in a Media single or dual award program. Students must have a WAM of 65 to be eligible for this course.",,Faculty of Arts and Social Sciences,School of Arts and Media,"Term 1, Term 2, Term 3",1636
 Media,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MDIA3008/?browseBySubjectArea=4ace43204f0f5b00eeb3eb4f0310c72a&,Issues and Crisis Communication,MDIA3008,6,Prerequisite: 66 units of credit overall including MDIA2005 or MDIA2006 or MDIA2012,,Faculty of Arts and Social Sciences,School of Arts and Media,Term 2,1637
 Media,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MDIA3009/?browseBySubjectArea=4ace43204f0f5b00eeb3eb4f0310c72a&,Brand Communications and Cultures,MDIA3009,6,Prerequisite: 66 units of credit overall including MDIA2005 or MDIA2006 or MDIA2012,,Faculty of Arts and Social Sciences,School of Arts and Media,Term 1,1638
 Media,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MDIA3010/?browseBySubjectArea=4ace43204f0f5b00eeb3eb4f0310c72a&,"Professional Media Practices: Creating, Publishing and Publicising Digital Journalism",MDIA3010,6,"Prerequisite: 66 units of credit overall, including MDIA2002 or MDIA2003",,Faculty of Arts and Social Sciences,School of Arts and Media,Term 1,1639
 Media,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MDIA3011/?browseBySubjectArea=4ace43204f0f5b00eeb3eb4f0310c72a&,"Communication Design: Multimodality, Meaning and Media",MDIA3011,6,"Prerequisite: 66 units of credit overall, including ARTS2093 or ARTS2094, and enrolment in a single or dual award Media program",,Faculty of Arts and Social Sciences,School of Arts and Media,Term 1,1640
 Media,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MDIA3012/?browseBySubjectArea=4ace43204f0f5b00eeb3eb4f0310c72a&,Communication Project,MDIA3012,6,Prerequisite: 66 units of credit overall including MDIA2005 or MDIA2006 or MDIA2012,,Faculty of Arts and Social Sciences,School of Arts and Media,Term 2,1641
 Media,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MDIA4000/?browseBySubjectArea=4ace43204f0f5b00eeb3eb4f0310c72a&,Media Honours,MDIA4000,6,Prerequisite: Enrolment in the Media honours program,,Faculty of Arts and Social Sciences,School of Arts and Media,"Term 1, Term 2, Term 3",1642
 Mechanical Engineering,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/MECH3110/?browseBySubjectArea=86ce43204f0f5b00eeb3eb4f0310c72f&,Mechanical Design 1,MECH3110,6,"Prerequisite: MMAN2100, MMAN2400",,Faculty of Engineering,School of Mechanical and Manufacturing Engineering,Term 1,1643
 Mechanical Engineering,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/MECH3610/?browseBySubjectArea=86ce43204f0f5b00eeb3eb4f0310c72f&,Advanced Thermofluids,MECH3610,6,Prerequisite: MMAN2600 and MMAN2700,,Faculty of Engineering,School of Mechanical and Manufacturing Engineering,Term 2,1644
 Mechanical Engineering,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/MECH4100/?browseBySubjectArea=86ce43204f0f5b00eeb3eb4f0310c72f&,Mechanical Design 2,MECH4100,6,Prerequisite: MECH3110,,Faculty of Engineering,School of Mechanical and Manufacturing Engineering,Term 2,1645
 Mechanical Engineering,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/MECH4305/?browseBySubjectArea=86ce43204f0f5b00eeb3eb4f0310c72f&,Fundamental and Advanced Vibration Analysis,MECH4305,6,Prerequisite: (MATH2019 OR MATH2018) AND (MMAN3300 or MMAN2300),,Faculty of Engineering,School of Mechanical and Manufacturing Engineering,Term 3,1646
 Mechanical Engineering,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/MECH4320/?browseBySubjectArea=86ce43204f0f5b00eeb3eb4f0310c72f&,Engineering Mechanics 3,MECH4320,6,Prerequisite: (MATH2019 OR MATH2018) AND (MMAN3300 or MMAN2300),,Faculty of Engineering,School of Mechanical and Manufacturing Engineering,Term 2,1647
 Mechanical Engineering,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/MECH4620/?browseBySubjectArea=86ce43204f0f5b00eeb3eb4f0310c72f&,Computational Fluid Dynamics,MECH4620,6,Prerequisite: MMAN2600 and MMAN2700,,Faculty of Engineering,School of Mechanical and Manufacturing Engineering,"Term 1, Term 3",1648
 Mechanical Engineering,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/MECH4880/?browseBySubjectArea=86ce43204f0f5b00eeb3eb4f0310c72f&,Refrigeration and Air Conditioning 1,MECH4880,6,Prerequisite: MMAN2600 and MMAN2700,,Faculty of Engineering,School of Mechanical and Manufacturing Engineering,Term 3,1649
 Mechanical Engineering,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/MECH4900/?browseBySubjectArea=86ce43204f0f5b00eeb3eb4f0310c72f&,Mechanics of Fracture and Fatigue,MECH4900,6,Prerequisite: MECH3400 or MMAN3400,,Faculty of Engineering,School of Mechanical and Manufacturing Engineering,Term 3,1650
 Mechanical Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MECH9223/?browseBySubjectArea=86ce43204f0f5b00eeb3eb4f0310c72f&,Machine Condition Monitoring,MECH9223,6,null,,Faculty of Engineering,School of Mechanical and Manufacturing Engineering,,1651
 Mechanical Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MECH9325/?browseBySubjectArea=86ce43204f0f5b00eeb3eb4f0310c72f&,Fundamentals of Acoustics & Noise,MECH9325,6,None,,Faculty of Engineering,School of Mechanical and Manufacturing Engineering,Term 2,1652
 Mechanical Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MECH9420/?browseBySubjectArea=86ce43204f0f5b00eeb3eb4f0310c72f&,Composite Materials and Mechanics,MECH9420,6,Prerequisite: MMAN2400 or CVEN2301,,Faculty of Engineering,School of Mechanical and Manufacturing Engineering,Term 1,1653
 Mechanical Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MECH9650/?browseBySubjectArea=86ce43204f0f5b00eeb3eb4f0310c72f&,Introduction to Microfluidics,MECH9650,6,null,,Faculty of Engineering,School of Mechanical and Manufacturing Engineering,Term 3,1654
 Mechanical Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MECH9660/?browseBySubjectArea=86ce43204f0f5b00eeb3eb4f0310c72f&,Biofluid Dynamics and Systems,MECH9660,6,null,,Faculty of Engineering,School of Mechanical and Manufacturing Engineering,Term 3,1655
 Mechanical Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MECH9720/?browseBySubjectArea=86ce43204f0f5b00eeb3eb4f0310c72f&,Solar Thermal Energy Design,MECH9720,6,Prerequisite: MMAN2600 and MMAN2700,,Faculty of Engineering,School of Mechanical and Manufacturing Engineering,Term 2,1656
 Mechanical Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MECH9761/?browseBySubjectArea=86ce43204f0f5b00eeb3eb4f0310c72f&,Automobile Engine Technology,MECH9761,6,null,,Faculty of Engineering,School of Mechanical and Manufacturing Engineering,Term 3,1657
 Mechanical Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MECH9910/?browseBySubjectArea=86ce43204f0f5b00eeb3eb4f0310c72f&,Special Topic in Mechanical Engineering,MECH9910,6,null,,Faculty of Engineering,School of Mechanical and Manufacturing Engineering,,1658
 Medicine,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MFAC2507/?browseBySubjectArea=c2ce43204f0f5b00eeb3eb4f0310c734&,Clinical Transition,MFAC2507,6,null,,Faculty of Medicine,null,,1659
 Management,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/MGMT1001/?browseBySubjectArea=02ce43204f0f5b00eeb3eb4f0310c739&,Managing Organisations and People,MGMT1001,6,null,,UNSW Business School,School of Management,"Summer Term, Term 1, Term 2, Term 3",1660
 Management,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/MGMT1101/?browseBySubjectArea=02ce43204f0f5b00eeb3eb4f0310c739&,Global Business Environment,MGMT1101,6,None,,UNSW Business School,School of Management,"Summer Term, Term 1, Term 2, Term 3",1661
 Management,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/MGMT2001/?browseBySubjectArea=02ce43204f0f5b00eeb3eb4f0310c739&,Managing Innovation and Organisational Change,MGMT2001,6,Prerequisite: MGMT1001,,UNSW Business School,School of Management,"Term 1, Term 3",1662
 Management,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/MGMT2002/?browseBySubjectArea=02ce43204f0f5b00eeb3eb4f0310c739&,Managing Business Communication,MGMT2002,6,null,,UNSW Business School,School of Management,"Term 2, Term 3",1663
 Management,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/MGMT2010/?browseBySubjectArea=02ce43204f0f5b00eeb3eb4f0310c739&,Innovation and Entrepreneurship,MGMT2010,6,null,,UNSW Business School,School of Management,"Term 1, Term 2, Term 3",1664
 Management,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/MGMT2101/?browseBySubjectArea=02ce43204f0f5b00eeb3eb4f0310c739&,International Business and Multinational Operations,MGMT2101,6,Prerequisite or corequisite:MGMT1101  Excluded: IBUS2107,,UNSW Business School,School of Management,Term 1,1665
 Management,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/MGMT2102/?browseBySubjectArea=02ce43204f0f5b00eeb3eb4f0310c739&,Managing Across Cultures,MGMT2102,6,Prerequisite: 48 units of credit,,UNSW Business School,School of Management,"Term 1, Term 2",1666
 Management,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/MGMT2105/?browseBySubjectArea=02ce43204f0f5b00eeb3eb4f0310c739&,East Asian Business Enterprise,MGMT2105,6,Prerequisite: MGMT1101 and completed at least 48UOC courses,,UNSW Business School,School of Management,Term 2,1667
 Management,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MGMT2106/?browseBySubjectArea=02ce43204f0f5b00eeb3eb4f0310c739&,Comparative Management Systems,MGMT2106,6,null,,UNSW Business School,School of Management,Term 3,1668
 Management,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MGMT2200/?browseBySubjectArea=02ce43204f0f5b00eeb3eb4f0310c739&,Thinking Skills,MGMT2200,6,null,,UNSW Business School,School of Management,Term 3,1669
 Management,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MGMT2704/?browseBySubjectArea=02ce43204f0f5b00eeb3eb4f0310c739&,Social Organisation of Work,MGMT2704,6,null,,UNSW Business School,School of Management,,1670
 Management,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MGMT2705/?browseBySubjectArea=02ce43204f0f5b00eeb3eb4f0310c739&,Industrial Relations,MGMT2705,6,null,,UNSW Business School,School of Management,Term 2,1671
 Management,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MGMT2718/?browseBySubjectArea=02ce43204f0f5b00eeb3eb4f0310c739&,Human Resource Management,MGMT2718,6,"Prerequisite: Any first year MGMT course (e.g., MGMT1001, MGMT1002, MGMT1101).",,UNSW Business School,School of Management,"Term 2, Term 3",1672
 Management,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MGMT2724/?browseBySubjectArea=02ce43204f0f5b00eeb3eb4f0310c739&,Health and Safety at Work,MGMT2724,6,null,,UNSW Business School,School of Management,Term 1,1673
 Management,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MGMT2725/?browseBySubjectArea=02ce43204f0f5b00eeb3eb4f0310c739&,Career Management,MGMT2725,6,null,,UNSW Business School,School of Management,"Term 1, Term 2",1674
 Management,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MGMT2726/?browseBySubjectArea=02ce43204f0f5b00eeb3eb4f0310c739&,Business Ethics and Sustainability,MGMT2726,6,null,,UNSW Business School,School of Management,"Term 2, Term 3",1675
 Management,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MGMT3001/?browseBySubjectArea=02ce43204f0f5b00eeb3eb4f0310c739&,Business and Corporate Strategy,MGMT3001,6,Prerequisite: MGMT1001 or 12 units of credit in Business courses,,UNSW Business School,School of Management,"Term 1, Term 3",1676
 Management,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MGMT3003/?browseBySubjectArea=02ce43204f0f5b00eeb3eb4f0310c739&,Global Entrepreneurship,MGMT3003,6,Prerequisite: Completion of 48 UOC,,UNSW Business School,School of Management,"Term 1, Term 3",1677
 Management,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MGMT3101/?browseBySubjectArea=02ce43204f0f5b00eeb3eb4f0310c739&,International Business Strategy,MGMT3101,6,Prerequisite: MGMT2001 or MGMT2101,,UNSW Business School,School of Management,"Term 2, Term 3",1678
 Management,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MGMT3102/?browseBySubjectArea=02ce43204f0f5b00eeb3eb4f0310c739&,Asia-Pacific Business,MGMT3102,6,Prerequisite: MGMT1101,,UNSW Business School,School of Management,Term 2,1679
 Management,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MGMT3110/?browseBySubjectArea=02ce43204f0f5b00eeb3eb4f0310c739&,Integrative Seminar in Global Business,MGMT3110,6,"MGMT2102 and completion of 72 UOC (if you are enrolled the Commerce International [program 3558], completion of the Commerce Overseas Program (Exchange) is also required)",,UNSW Business School,School of Management,Term 1,1680
 Management,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MGMT3701/?browseBySubjectArea=02ce43204f0f5b00eeb3eb4f0310c739&,Legal Aspects of Employment,MGMT3701,6,Prerequisite: MGMT1001,,UNSW Business School,School of Management,Term 3,1681
 Management,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MGMT3702/?browseBySubjectArea=02ce43204f0f5b00eeb3eb4f0310c739&,International Human Resource Management,MGMT3702,6,Prerequisite: MGMT2101 or MGMT2718,,UNSW Business School,School of Management,Term 1,1682
 Management,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MGMT3708/?browseBySubjectArea=02ce43204f0f5b00eeb3eb4f0310c739&,Research Skills,MGMT3708,6,null,,UNSW Business School,School of Management,,1683
 Management,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MGMT3721/?browseBySubjectArea=02ce43204f0f5b00eeb3eb4f0310c739&,Negotiation Skills,MGMT3721,6,null,,UNSW Business School,School of Management,"Summer Term, Term 1, Term 2, Term 3",1684
 Management,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MGMT3724/?browseBySubjectArea=02ce43204f0f5b00eeb3eb4f0310c739&,Strategic Human Resource Management,MGMT3724,6,Prerequisite: MGMT2718,,UNSW Business School,School of Management,Term 3,1685
